"grade","schlcode","c_size","c_boys","c_girls","c_numcl","c_pik","c_status","c_leom","c_tip","c_numrd","c_type","flgrm","mrkgrm","ngrm","flmth","mrkmth","nmth","towncode","townname","popcode","tip_a","classid","classize","cohsize","mathsize","avgmath","passmath","verbsize","avgverb","passverb","studchk","misskov2","missagg","nmiss_k","nmiss_a","classct","math_n","flmath_n","nmath_n","verb_n","flverb_n","nverb_n","impute","nverb_m","nmath_m","tip_s","townid","tipuach"
5,41285,74,38,36,19,1,1,1,"4",2,2,35.2099990844727,61,71,19.7199993133545,60,71,85001,"„ŒŽ˜",11,21,2,37,74,36,59.6399993896484,27.7999992370605,36,64,30.6000003814697,1,0,0,0,0,2,60.3400001525879,19.7154922485352,71,61.5056343078613,35.2338027954102,71,0,,,21,85001,21
5,41287,111,59,52,25,2,1,1,"3",3,3,21.6499996185303,78,97,28.5699996948242,69,98,74005,"„‰š",12,18,1,37,111,35,73.1699981689453,25.7000007629395,35,79.9700012207031,20,1,0,0,1,0,3,73.7053833007812,21.5461540222168,65,80.4315414428711,16.9076919555664,65,0,,,18,74005,18
5,41287,111,59,52,25,2,1,1,"3",3,3,21.6499996185303,78,97,28.5699996948242,69,98,74005,"„‰š",12,18,3,37,111,30,74.3300018310547,16.7000007629395,30,80.9700012207031,13.3000001907349,1,0,0,1,0,3,73.7053833007812,21.5461540222168,65,80.4315414428711,16.9076919555664,65,0,,,18,74005,18
5,41287,111,59,52,25,2,1,1,"3",3,3,21.6499996185303,78,97,28.5699996948242,69,98,74005,"„‰š",12,18,2,37,111,33,59.731819152832,42.4048500061035,32,73.0609359741211,31.2828121185303,,1,0,1,0,3,73.7053833007812,21.5461540222168,65,80.4315414428711,16.9076919555664,65,1,32,33,18,74005,18
5,41288,37,0,37,13,2,1,1,"1",1,1,35.2900009155273,64,34,41.1800003051758,60,34,6965,"ƒ""‡ ˜”‹",12,7,1,37,37,34,60.4700012207031,41.2000007629395,34,63.6500015258789,35.2999992370605,1,0,0,0,0,1,60.4700012207031,41.2000007629395,34,63.6500015258789,35.2999992370605,34,0,,,7,6965,7
5,41289,39,25,14,17,2,1,1,"7",2,2,64.7099990844727,47,34,73.5299987792969,43,34,70003,"ƒ…Œ",12,44,2,14,39,12,37.5800018310547,75,12,46.6699981689453,66.6999969482422,1,0,0,1,0,2,37.5800018310547,75,12,46.6699981689453,66.6999969482422,12,0,,,44,70003,44
5,41289,39,25,14,17,2,1,1,"7",2,2,64.7099990844727,47,34,73.5299987792969,43,34,70003,"ƒ…Œ",12,44,1,25,39,22,45.9563636779785,72.7281799316406,22,47.1800003051758,63.6245460510254,,1,0,1,0,2,37.5800018310547,75,12,46.6699981689453,66.6999969482422,12,1,22,22,44,70003,44
5,41290,79,48,31,18,1,1,1,"1",3,3,11.8400001525879,78,76,15.789999961853,74,76,79004,"„…—š ‡š”",11,3,1,25,79,25,69.9599990844727,12,25,80.0400009155273,8,1,0,0,1,0,3,73.9222640991211,15.1169815063477,53,78.0377349853516,13.230188369751,53,0,,,3,79004,3
5,41290,79,48,31,18,1,1,1,"1",3,3,11.8400001525879,78,76,15.789999961853,74,76,79004,"„…—š ‡š”",11,3,2,29,79,28,77.4599990844727,17.8999996185303,28,76.25,17.8999996185303,1,0,0,1,0,3,73.9222640991211,15.1169815063477,53,78.0377349853516,13.230188369751,53,0,,,3,79004,3
5,41290,79,48,31,18,1,1,1,"1",3,3,11.8400001525879,78,76,15.789999961853,74,76,79004,"„…—š ‡š”",11,3,3,25,79,23,74.1791305541992,17.3408699035645,23,77.9130401611328,8.6365213394165,,1,0,1,0,3,73.9222640991211,15.1169815063477,53,78.0377349853516,13.230188369751,53,1,23,23,3,79004,3
5,41293,100,44,56,22,1,1,1,"1",3,3,21.9500007629395,78,82,8.32999992370605,81,84,83006,"…‰–Œ …™€˜",11,2,1,34,100,30,79.0999984741211,13.3000001907349,28,75.8899993896484,21.3999996185303,1,0,0,0,0,3,81.2021408081055,8.31785678863525,84,78.3397598266602,21.9268283843994,82,0,,,2,83006,2
5,41293,100,44,56,22,1,1,1,"1",3,3,21.9500007629395,78,82,8.32999992370605,81,84,83006,"…‰–Œ …™€˜",11,2,2,34,100,27,82.9300003051758,7.40000009536743,27,77.5899963378906,14.8000001907349,1,0,0,0,0,3,81.2021408081055,8.31785678863525,84,78.3397598266602,21.9268283843994,82,0,,,2,83006,2
5,41293,100,44,56,22,1,1,1,"1",3,3,21.9500007629395,78,82,8.32999992370605,81,84,83006,"…‰–Œ …™€˜",11,2,3,32,100,27,81.8099975585938,3.70000004768372,27,81.629997253418,29.6000003814697,1,0,0,0,0,3,81.2021408081055,8.31785678863525,84,78.3397598266602,21.9268283843994,82,0,,,2,83006,2
5,41294,57,31,26,12,2,1,1,"1",2,2,28.8899993896484,78,45,37.7799987792969,68,45,8565,"‰Œ’™",12,7,1,31,57,24,69.0800018310547,37.5,24,75.9599990844727,37.5,1,0,0,0,0,2,67.4886703491211,37.7799987792969,45,78.0226669311523,28.8666667938232,45,0,,,7,8565,7
5,41294,57,31,26,12,2,1,1,"1",2,2,28.8899993896484,78,45,37.7799987792969,68,45,8565,"‰Œ’™",12,7,2,26,57,21,65.6699981689453,38.0999984741211,21,80.379997253418,19,1,0,0,0,0,2,67.4886703491211,37.7799987792969,45,78.0226669311523,28.8666667938232,45,0,,,7,8565,7
5,41296,47,23,24,12,2,1,1,"6",2,2,44.189998626709,69,43,27.9099998474121,72,43,83006,"…‰–Œ …™€˜",12,33,1,24,47,24,71.379997253418,25,24,67.5800018310547,50,1,0,0,1,0,2,71.379997253418,25,24,67.5800018310547,50,24,0,,,33,83006,33
5,41296,47,23,24,12,2,1,1,"6",2,2,44.189998626709,69,43,27.9099998474121,72,43,83006,"…‰–Œ …™€˜",12,33,2,23,47,19,72.7831573486328,31.5857887268066,19,70.7936859130859,36.8510513305664,,1,0,1,0,2,71.379997253418,25,24,67.5800018310547,50,24,1,19,19,33,83006,33
5,41298,160,78,82,26,1,1,1,"2",4,4,20.6700000762939,75,150,10.5299997329712,78,152,83006,"…‰–Œ …™€˜",11,8,1,40,160,38,81.7099990844727,5.30000019073486,38,76.2900009155273,26.2999992370605,1,0,0,1,0,4,77.5137176513672,8.86283206939697,113,75.7833938598633,21.4017848968506,112,0,,,8,83006,8
5,41298,160,78,82,26,1,1,1,"2",4,4,20.6700000762939,75,150,10.5299997329712,78,152,83006,"…‰–Œ …™€˜",11,8,2,40,160,39,76.7699966430664,5.09999990463257,38,76.1800003051758,18.3999996185303,1,0,0,1,0,4,77.5137176513672,8.86283206939697,113,75.7833938598633,21.4017848968506,112,0,,,8,83006,8
5,41298,160,78,82,26,1,1,1,"2",4,4,20.6700000762939,75,150,10.5299997329712,78,152,83006,"…‰–Œ …™€˜",11,8,4,40,160,36,73.8899993896484,16.7000007629395,36,74.8300018310547,19.3999996185303,1,0,0,1,0,4,77.5137176513672,8.86283206939697,113,75.7833938598633,21.4017848968506,112,0,,,8,83006,8
5,41298,160,78,82,26,1,1,1,"2",4,4,20.6700000762939,75,150,10.5299997329712,78,152,83006,"…‰–Œ …™€˜",11,8,3,40,160,39,79.4089736938477,15.3605127334595,38,72.6910552978516,18.5131587982178,,1,0,1,0,4,77.5137176513672,8.86283206939697,113,75.7833938598633,21.4017848968506,112,1,38,39,8,83006,8
5,41303,94,46,48,19,1,1,1,"2",3,3,28.5699996948242,75,77,14.289999961853,68,77,79004,"„…—š ‡š”",11,14,1,31,94,27,65.7399978637695,18.5,27,73.1500015258789,33.2999992370605,1,0,0,1,0,3,67.1941146850586,15.6764707565308,51,75.1782379150391,31.3705883026123,51,0,,,14,79004,14
5,41303,94,46,48,19,1,1,1,"2",3,3,28.5699996948242,75,77,14.289999961853,68,77,79004,"„…—š ‡š”",11,14,2,32,94,24,68.8300018310547,12.5,24,77.4599990844727,29.2000007629395,1,0,0,1,0,3,67.1941146850586,15.6764707565308,51,75.1782379150391,31.3705883026123,51,0,,,14,79004,14
5,41303,94,46,48,19,1,1,1,"2",3,3,28.5699996948242,75,77,14.289999961853,68,77,79004,"„…—š ‡š”",11,14,3,31,94,26,69.5807723999023,11.570384979248,26,74.6503829956055,23.0765380859375,,1,0,1,0,3,67.1941146850586,15.6764707565308,51,75.1782379150391,31.3705883026123,51,1,26,26,14,79004,14
5,41304,41,18,23,10,1,2,1,"3",2,2,22.5,75,40,12.5,69,40,26401,"‰’„ ™€˜",11,15,1,21,21,40,69.2799987792969,12.5,40,75.4300003051758,22.5,1,0,0,0,0,1,69.2799987792969,12.5,40,75.4300003051758,22.5,40,0,,,15,26401,15
5,41305,19,10,9,6,2,2,1,"8",1,1,22.2199993133545,84,18,0,86,18,26609,"„‰",12,44,1,19,19,18,85.9400024414062,0,18,84.2799987792969,22.2000007629395,1,0,0,0,0,1,85.9400024414062,0,18,84.2799987792969,22.2000007629395,18,0,,,44,26609,44
5,41306,31,17,14,15,1,1,1,"5",1,1,44,58,25,36,50,25,85001,"„ŒŽ˜",11,40,1,31,31,25,50,36,25,58,44,,1,0,1,0,1,,,,,,,1,,,40,85001,40
5,41308,70,34,36,14,1,1,1,"2",3,2,22.6399993896484,73,53,25.9300003051758,68,54,87007,"„’˜",11,9,1,26,53,23,69.3000030517578,17.3999996185303,23,77.5199966430664,26.1000003814697,1,0,0,0,0,2,67.6754684448242,26.3999996185303,53,72.8105697631836,22.6471691131592,53,0,,,9,87007,9
5,41308,70,34,36,14,1,1,1,"2",3,2,22.6399993896484,73,53,25.9300003051758,68,54,87007,"„’˜",11,9,2,27,53,30,66.4300003051758,33.2999992370605,30,69.1999969482422,20,1,0,0,0,0,2,67.6754684448242,26.3999996185303,53,72.8105697631836,22.6471691131592,53,0,,,9,87007,9
5,41315,32,16,16,8,2,2,1,"8",2,1,47.6199989318848,62,21,33.3300018310547,58,21,10660,"™""‰’ ‰",12,38,1,20,20,21,57.810001373291,33.2999992370605,21,62.2900009155273,47.5999984741211,1,0,0,0,0,1,57.810001373291,33.2999992370605,21,62.2900009155273,47.5999984741211,21,0,,,38,10660,38
5,41316,46,25,21,17,1,1,1,"4",2,2,54.5499992370605,54,44,32.6100006103516,62,46,70003,"ƒ…Œ",11,20,1,23,46,23,67.9599990844727,21.7000007629395,21,53.189998626709,38.0999984741211,1,0,0,0,0,2,61.9799995422363,32.5999984741211,46,53.953182220459,54.5659103393555,44,0,,,20,70003,20
5,41316,46,25,21,17,1,1,1,"4",2,2,54.5499992370605,54,44,32.6100006103516,62,46,70003,"ƒ…Œ",11,20,2,23,46,23,56,43.5,23,54.6500015258789,69.5999984741211,1,0,0,0,0,2,61.9799995422363,32.5999984741211,46,53.953182220459,54.5659103393555,44,0,,,20,70003,20
5,41319,142,64,78,24,1,1,1,"1",4,4,22.6599998474121,79,128,11.7200002670288,74,128,83006,"…‰–Œ …™€˜",11,3,1,35,142,32,77.25,6.30000019073486,32,82.879997253418,3.09999990463257,1,0,0,0,0,4,74.1957778930664,11.7273435592651,128,78.9790649414062,22.6507816314697,128,0,,,3,83006,3
5,41319,142,64,78,24,1,1,1,"1",4,4,22.6599998474121,79,128,11.7200002670288,74,128,83006,"…‰–Œ …™€˜",11,3,2,33,142,27,71.2600021362305,14.8000001907349,27,76.370002746582,37,1,0,0,0,0,4,74.1957778930664,11.7273435592651,128,78.9790649414062,22.6507816314697,128,0,,,3,83006,3
5,41319,142,64,78,24,1,1,1,"1",4,4,22.6599998474121,79,128,11.7200002670288,74,128,83006,"…‰–Œ …™€˜",11,3,3,37,142,35,80.5999984741211,5.69999980926514,35,80.2900009155273,22.8999996185303,1,0,0,0,0,4,74.1957778930664,11.7273435592651,128,78.9790649414062,22.6507816314697,128,0,,,3,83006,3
5,41319,142,64,78,24,1,1,1,"1",4,4,22.6599998474121,79,128,11.7200002670288,74,128,83006,"…‰–Œ …™€˜",11,3,4,37,142,34,67.0599975585938,20.6000003814697,34,76.0299987792969,29.3999996185303,1,0,0,0,0,4,74.1957778930664,11.7273435592651,128,78.9790649414062,22.6507816314697,128,0,,,3,83006,3
5,41324,53,24,29,18,1,1,1,"6",2,2,60.4700012207031,44,43,50,47,44,85001,"„ŒŽ˜",11,31,2,27,53,22,47.4500007629395,50,22,46.8600006103516,50,1,0,0,1,0,2,47.4500007629395,50,22,46.8600006103516,50,22,0,,,31,85001,31
5,41324,53,24,29,18,1,1,1,"6",2,2,60.4700012207031,44,43,50,47,44,85001,"„ŒŽ˜",11,31,1,26,53,22,46.5499992370605,50,21,41.0038108825684,71.4385681152344,,1,0,1,0,2,47.4500007629395,50,22,46.8600006103516,50,22,1,21,22,31,85001,31
5,41325,99,49,50,27,1,1,1,"3",4,3,33.3300018310547,67,75,31.25,65,80,74005,"„‰š",11,17,1,29,87,27,62.189998626709,29.6000003814697,27,60.7799987792969,48.0999984741211,1,0,0,1,0,3,65.1681823730469,30.8727264404297,55,64.7661819458008,38.1727256774902,55,0,,,17,74005,17
5,41325,99,49,50,27,1,1,1,"3",4,3,33.3300018310547,67,75,31.25,65,80,74005,"„‰š",11,17,2,29,87,28,68.0400009155273,32.0999984741211,28,68.6100006103516,28.6000003814697,1,0,0,1,0,3,65.1681823730469,30.8727264404297,55,64.7661819458008,38.1727256774902,55,0,,,17,74005,17
5,41325,99,49,50,27,1,1,1,"3",4,3,33.3300018310547,67,75,31.25,65,80,74005,"„‰š",11,17,3,29,87,25,64.629997253418,32.0800018310547,20,73.1429977416992,20.0125007629395,,1,0,1,0,3,65.1681823730469,30.8727264404297,55,64.7661819458008,38.1727256774902,55,1,20,25,17,74005,17
5,41326,53,29,24,17,2,1,1,"6",2,2,55.560001373291,62,36,21.0499992370605,61,38,74005,"„‰š",12,47,1,27,53,16,64.6900024414062,18.7999992370605,16,66.629997253418,56.2999992370605,1,0,0,0,0,2,61.2105255126953,21.0578956604004,38,62.4744453430176,55.5777778625488,36,0,,,47,74005,47
5,41326,53,29,24,17,2,1,1,"6",2,2,55.560001373291,62,36,21.0499992370605,61,38,74005,"„‰š",12,47,2,26,53,22,58.6800003051758,22.7000007629395,20,59.1500015258789,55,1,0,0,0,0,2,61.2105255126953,21.0578956604004,38,62.4744453430176,55.5777778625488,36,0,,,47,74005,47
5,41327,55,20,35,18,1,1,1,"4",2,2,26.9200000762939,70,52,34.6199989318848,63,52,70003,"ƒ…Œ",11,16,2,27,55,25,72.4400024414062,20,25,73.1600036621094,20,1,0,0,1,0,2,72.4400024414062,20,25,73.1600036621094,20,25,0,,,16,70003,16
5,41327,55,20,35,18,1,1,1,"4",2,2,26.9200000762939,70,52,34.6199989318848,63,52,70003,"ƒ…Œ",11,16,1,28,55,27,54.2592582702637,48.1570358276367,27,67.0740737915039,33.3274078369141,,1,0,1,0,2,72.4400024414062,20,25,73.1600036621094,20,25,1,27,27,16,70003,16
5,41329,137,80,57,26,1,1,1,"1",5,4,8.85000038146973,82,113,8.77000045776367,79,114,83006,"…‰–Œ …™€˜",11,4,1,33,129,29,80.2099990844727,6.90000009536743,28,83.6399993896484,7.09999990463257,1,0,0,1,0,4,78.8239517211914,6.95697689056396,86,80.8476486206055,11.7494115829468,85,0,,,4,83006,4
5,41329,137,80,57,26,1,1,1,"1",5,4,8.85000038146973,82,113,8.77000045776367,79,114,83006,"…‰–Œ …™€˜",11,4,2,32,129,28,74.7099990844727,10.6999998092651,28,77.6800003051758,17.8999996185303,1,0,0,1,0,4,78.8239517211914,6.95697689056396,86,80.8476486206055,11.7494115829468,85,0,,,4,83006,4
5,41329,137,80,57,26,1,1,1,"1",5,4,8.85000038146973,82,113,8.77000045776367,79,114,83006,"…‰–Œ …™€˜",11,4,4,34,129,29,81.4100036621094,3.40000009536743,29,81.2099990844727,10.3000001907349,1,0,0,1,0,4,78.8239517211914,6.95697689056396,86,80.8476486206055,11.7494115829468,85,0,,,4,83006,4
5,41329,137,80,57,26,1,1,1,"1",5,4,8.85000038146973,82,113,8.77000045776367,79,114,83006,"…‰–Œ …™€˜",11,4,3,30,129,28,79.5407180786133,14.3385715484619,28,85.4982147216797,0.0482142865657806,,1,0,1,0,4,78.8239517211914,6.95697689056396,86,80.8476486206055,11.7494115829468,85,1,28,28,4,83006,4
5,41330,109,66,43,18,1,1,1,"1",3,3,27.6200008392334,72,105,25.7099990844727,69,105,83006,"…‰–Œ …™€˜",11,8,1,36,109,34,77.620002746582,11.8000001907349,34,78.2099990844727,23.5,1,0,0,1,0,3,71.5294418334961,20.8250007629395,72,72.4888916015625,29.1472225189209,72,0,,,8,83006,8
5,41330,109,66,43,18,1,1,1,"1",3,3,27.6200008392334,72,105,25.7099990844727,69,105,83006,"…‰–Œ …™€˜",11,8,2,38,109,38,66.0800018310547,28.8999996185303,38,67.370002746582,34.2000007629395,1,0,0,1,0,3,71.5294418334961,20.8250007629395,72,72.4888916015625,29.1472225189209,72,0,,,8,83006,8
5,41330,109,66,43,18,1,1,1,"1",3,3,27.6200008392334,72,105,25.7099990844727,69,105,83006,"…‰–Œ …™€˜",11,8,3,35,109,33,63.4812126159668,36.3681831359863,33,70.9333343505859,24.287878036499,,1,0,1,0,3,71.5294418334961,20.8250007629395,72,72.4888916015625,29.1472225189209,72,1,33,33,8,83006,8
5,41335,81,40,41,17,1,1,1,"1",2,2,26.0300006866455,80,73,12,73,75,84004,"š……‡˜",11,3,1,41,81,38,77.3399963378906,13.1999998092651,36,81.9199981689453,27.7999992370605,1,0,0,0,0,2,72.5053329467773,12.0159997940063,75,80.0547943115234,26.0260276794434,73,0,,,3,84004,3
5,41335,81,40,41,17,1,1,1,"1",2,2,26.0300006866455,80,73,12,73,75,84004,"š……‡˜",11,3,2,40,81,37,67.5400009155273,10.8000001907349,37,78.2399978637695,24.2999992370605,1,0,0,0,0,2,72.5053329467773,12.0159997940063,75,80.0547943115234,26.0260276794434,73,0,,,3,84004,3
5,41336,21,11,10,8,1,1,1,"1",1,1,15,81,20,15,75,20,3319,"‰– ˜‰",11,3,1,21,21,20,75,15,20,81,15,,1,0,1,0,1,,,,,,,1,,,3,3319,3
5,41338,38,38,0,11,2,1,1,"8",2,1,84,35,25,88.4599990844727,28,26,6965,"ƒ""‡ ˜”‹",12,46,1,26,26,26,27.6900005340576,88.5,25,34.7999992370605,84,1,0,0,0,0,1,27.6900005340576,88.5,26,34.7999992370605,84,25,0,,,46,6965,46
5,41339,50,26,24,14,2,1,1,"2",2,2,18.75,78,48,22.4500007629395,72,49,83006,"…‰–Œ …™€˜",12,16,1,27,50,26,70.9199981689453,30.7999992370605,26,76.379997253418,15.3999996185303,1,0,0,0,0,2,72.0371398925781,22.4448986053467,49,77.9337463378906,18.7458324432373,48,0,,,16,83006,16
5,41339,50,26,24,14,2,1,1,"2",2,2,18.75,78,48,22.4500007629395,72,49,83006,"…‰–Œ …™€˜",12,16,2,23,50,23,73.3000030517578,13,22,79.7699966430664,22.7000007629395,1,0,0,0,0,2,72.0371398925781,22.4448986053467,49,77.9337463378906,18.7458324432373,48,0,,,16,83006,16
5,41340,117,51,66,25,1,1,1,"1",4,3,13.6800003051758,79,95,8.42000007629395,72,95,83006,"…‰–Œ …™€˜",11,4,1,38,111,36,74.8300018310547,8.30000019073486,36,82.7200012207031,8.30000019073486,1,0,0,0,0,3,72.0103149414062,8.40947341918945,95,79.0723190307617,13.664210319519,95,0,,,4,83006,4
5,41340,117,51,66,25,1,1,1,"1",4,3,13.6800003051758,79,95,8.42000007629395,72,95,83006,"…‰–Œ …™€˜",11,4,2,37,111,29,70.9000015258789,6.90000009536743,29,78.5500030517578,20.7000007629395,1,0,0,0,0,3,72.0103149414062,8.40947341918945,95,79.0723190307617,13.664210319519,95,0,,,4,83006,4
5,41340,117,51,66,25,1,1,1,"1",4,3,13.6800003051758,79,95,8.42000007629395,72,95,83006,"…‰–Œ …™€˜",11,4,3,36,111,30,69.6999969482422,10,30,75.1999969482422,13.3000001907349,1,0,0,0,0,3,72.0103149414062,8.40947341918945,95,79.0723190307617,13.664210319519,95,0,,,4,83006,4
5,41342,79,41,38,21,1,1,1,"2",2,2,19.7399997711182,80,76,1.29999995231628,81,77,74005,"„‰š",11,9,1,40,79,39,84.379997253418,2.59999990463257,38,82.4499969482422,15.8000001907349,1,0,0,0,0,2,81.1129837036133,1.3168830871582,77,80.2399978637695,19.75,76,0,,,9,74005,9
5,41342,79,41,38,21,1,1,1,"2",2,2,19.7399997711182,80,76,1.29999995231628,81,77,74005,"„‰š",11,9,2,39,79,38,77.7600021362305,0,38,78.0299987792969,23.7000007629395,1,0,0,0,0,2,81.1129837036133,1.3168830871582,77,80.2399978637695,19.75,76,0,,,9,74005,9
5,41343,98,49,49,15,1,1,1,"1",3,3,14.460000038147,78,83,20.4799995422363,67,83,84004,"š……‡˜",11,6,1,35,98,29,70.0999984741211,17.2000007629395,29,80.2799987792969,17.2000007629395,1,0,0,1,0,3,68.0939636230469,18.8301887512207,53,78.4188690185547,16.9735851287842,53,0,,,6,84004,6
5,41343,98,49,49,15,1,1,1,"1",3,3,14.460000038147,78,83,20.4799995422363,67,83,84004,"š……‡˜",11,6,3,30,98,24,65.6699981689453,20.7999992370605,24,76.1699981689453,16.7000007629395,1,0,0,1,0,3,68.0939636230469,18.8301887512207,53,78.4188690185547,16.9735851287842,53,0,,,6,84004,6
5,41343,98,49,49,15,1,1,1,"1",3,3,14.460000038147,78,83,20.4799995422363,67,83,84004,"š……‡˜",11,6,2,33,98,30,65.0673370361328,23.3946666717529,30,77.2600021362305,10.0193328857422,,1,0,1,0,3,68.0939636230469,18.8301887512207,53,78.4188690185547,16.9735851287842,53,1,30,30,6,84004,6
5,41344,71,37,34,17,1,1,1,"1",2,2,9.85999965667725,87,71,2.8199999332428,87,71,6817,"Œ€…Ž™ š’‚",11,0,1,33,71,33,87.7900009155273,3,33,87.5500030517578,12.1000003814697,1,0,0,0,0,2,87.126335144043,2.78591537475586,71,86.8595809936523,9.85211277008057,71,0,,,0,6817,0
5,41344,71,37,34,17,1,1,1,"1",2,2,9.85999965667725,87,71,2.8199999332428,87,71,6817,"Œ€…Ž™ š’‚",11,0,2,38,71,38,86.5500030517578,2.59999990463257,38,86.2600021362305,7.90000009536743,1,0,0,0,0,2,87.126335144043,2.78591537475586,71,86.8595809936523,9.85211277008057,71,0,,,0,6817,0
5,41345,113,59,54,18,1,1,1,"1",3,3,25.2299995422363,74,107,17.7600002288818,73,107,83006,"…‰–Œ …™€˜",11,4,1,39,113,35,71.4599990844727,22.8999996185303,35,73.2600021362305,31.3999996185303,1,0,0,0,0,3,72.5320587158203,17.7523365020752,107,74.2066345214844,25.2280368804932,107,0,,,4,83006,4
5,41345,113,59,54,18,1,1,1,"1",3,3,25.2299995422363,74,107,17.7600002288818,73,107,83006,"…‰–Œ …™€˜",11,4,2,36,113,35,68.3099975585938,17.1000003814697,35,74.2300033569336,28.6000003814697,1,0,0,0,0,3,72.5320587158203,17.7523365020752,107,74.2066345214844,25.2280368804932,107,0,,,4,83006,4
5,41345,113,59,54,18,1,1,1,"1",3,3,25.2299995422363,74,107,17.7600002288818,73,107,83006,"…‰–Œ …™€˜",11,4,3,38,113,37,77.5400009155273,13.5,37,75.0800018310547,16.2000007629395,1,0,0,0,0,3,72.5320587158203,17.7523365020752,107,74.2066345214844,25.2280368804932,107,0,,,4,83006,4
5,41346,80,38,42,13,1,1,1,"1",2,2,11.25,80,80,7.5,86,80,69005,"€‘ ˜”‹",11,5,2,40,80,41,87.0199966430664,4.90000009536743,41,81.8300018310547,4.90000009536743,1,0,0,1,0,2,87.0199966430664,4.90000009536743,41,81.8300018310547,4.90000009536743,41,0,,,5,69005,5
5,41346,80,38,42,13,1,1,1,"1",2,2,11.25,80,80,7.5,86,80,69005,"€‘ ˜”‹",11,5,1,40,80,39,84.9276885986328,10.2333335876465,39,78.0761566162109,17.9256401062012,,1,0,1,0,2,87.0199966430664,4.90000009536743,41,81.8300018310547,4.90000009536743,41,1,39,39,5,69005,5
5,41347,96,56,40,21,1,1,1,"1",3,3,20.2099990844727,76,94,14.8900003433228,77,94,97006,"…˜™„ ƒ…„",11,5,1,31,96,30,75.4700012207031,13.3000001907349,30,75.3000030517578,13.3000001907349,1,0,0,1,0,3,74.3912887573242,17.7387104034424,62,75.3051605224609,19.3387088775635,62,0,,,5,97006,5
5,41347,96,56,40,21,1,1,1,"1",3,3,20.2099990844727,76,94,14.8900003433228,77,94,97006,"…˜™„ ƒ…„",11,5,2,32,96,32,73.379997253418,21.8999996185303,32,75.3099975585938,25,1,0,0,1,0,3,74.3912887573242,17.7387104034424,62,75.3051605224609,19.3387088775635,62,0,,,5,97006,5
5,41347,96,56,40,21,1,1,1,"1",3,3,20.2099990844727,76,94,14.8900003433228,77,94,97006,"…˜™„ ƒ…„",11,5,3,33,96,32,82.0543746948242,9.37062454223633,32,77.3462524414062,21.8981246948242,,1,0,1,0,3,74.3912887573242,17.7387104034424,62,75.3051605224609,19.3387088775635,62,1,32,32,5,97006,5
5,41348,172,81,91,38,1,1,1,"2",5,5,13.6099996566772,84,147,17.0100002288818,69,147,74005,"„‰š",11,8,1,35,172,28,74.3199996948242,17.8999996185303,28,86.6399993896484,3.59999990463257,1,0,0,1,0,5,69.6981658935547,14.203332901001,120,84.3665008544922,14.1875,120,0,,,8,74005,8
5,41348,172,81,91,38,1,1,1,"2",5,5,13.6099996566772,84,147,17.0100002288818,69,147,74005,"„‰š",11,8,2,35,172,31,66.1900024414062,19.3999996185303,31,80.9000015258789,19.3999996185303,1,0,0,1,0,5,69.6981658935547,14.203332901001,120,84.3665008544922,14.1875,120,0,,,8,74005,8
5,41348,172,81,91,38,1,1,1,"2",5,5,13.6099996566772,84,147,17.0100002288818,69,147,74005,"„‰š",11,8,4,34,172,29,66.1699981689453,13.8000001907349,29,82,20.7000007629395,1,0,0,1,0,5,69.6981658935547,14.203332901001,120,84.3665008544922,14.1875,120,0,,,8,74005,8
5,41348,172,81,91,38,1,1,1,"2",5,5,13.6099996566772,84,147,17.0100002288818,69,147,74005,"„‰š",11,8,5,34,172,32,72.25,6.30000019073486,32,87.879997253418,12.5,1,0,0,1,0,5,69.6981658935547,14.203332901001,120,84.3665008544922,14.1875,120,0,,,8,74005,8
5,41348,172,81,91,38,1,1,1,"2",5,5,13.6099996566772,84,147,17.0100002288818,69,147,74005,"„‰š",11,8,3,34,172,27,65.8970336914062,29.484073638916,27,82.3711090087891,11.0433330535889,,1,0,1,0,5,69.6981658935547,14.203332901001,120,84.3665008544922,14.1875,120,1,27,27,8,74005,8
5,41362,62,37,25,15,2,2,1,"1",3,2,14,83,50,28,70,50,35576,"‰Ž…ƒ—",12,4,1,30,55,26,76.8499984741211,19.2000007629395,26,83.8099975585938,11.5,1,0,0,0,0,2,70.1011962890625,27.9839992523193,50,83.1811981201172,13.996000289917,50,0,,,4,35576,4
5,41362,62,37,25,15,2,2,1,"1",3,2,14,83,50,28,70,50,35576,"‰Ž…ƒ—",12,4,2,25,55,24,62.7900009155273,37.5,24,82.5,16.7000007629395,1,0,0,0,0,2,70.1011962890625,27.9839992523193,50,83.1811981201172,13.996000289917,50,0,,,4,35576,4
5,41363,107,48,59,20,1,1,1,"2",3,3,14.5600004196167,81,103,21.3600006103516,74,103,83006,"…‰–Œ …™€˜",11,8,1,37,107,36,74.3099975585938,16.7000007629395,36,79.7200012207031,16.7000007629395,1,0,0,0,0,3,74.2036895751953,21.3718452453613,103,80.660774230957,14.5572814941406,103,0,,,8,83006,8
5,41363,107,48,59,20,1,1,1,"2",3,3,14.5600004196167,81,103,21.3600006103516,74,103,83006,"…‰–Œ …™€˜",11,8,2,35,107,32,71.3099975585938,31.2999992370605,32,76.4700012207031,15.6000003814697,1,0,0,0,0,3,74.2036895751953,21.3718452453613,103,80.660774230957,14.5572814941406,103,0,,,8,83006,8
